Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::ne,"4096,4096;
",,2.557,4.914,0,196.06799999999998,0,0
empty_tensor,,,0.928,0.928,0,0,0,0
aclnnNeScalar,,,1.429,1.429,196.06799999999998,196.06799999999998,0,0
empty_tensor,,,0.739,0.739,0,0,0,0
aclnnReduceSum,,,6.137,6.137,2589.0040000000004,2589.0040000000004,0,0
aten::item,,,0.787,2841.034,0,0,0,0
aten::_local_scalar_dense,,,2840.247,2840.247,0,0,0,0
aten::view,"4096,4096;
",,3.797,3.797,0,0,0,0
aten::slice,"16777216;
;
;
;
",,4.43,5.882,0,0,0,0
aten::as_strided,"16777216;
;
;
",,1.452,1.452,0,0,0,0
aten::to,"8;
;
;
;
;
;
;
",,1.346,20.204,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,3.381,18.858,0,0,0,0
aten::empty,";
;
;
;
;
",,4.491,4.491,0,0,0,0
aten::copy_,"8;
8;
",,10.986,10.986,0,0,0,0
aten::resolve_conj,8,,0.342,0.342,0,0,0,0
aten::resolve_neg,8,,0.32,0.32,0,0,0,0
aten::mul,"4096,4096;
;
4096,4096",,4.326,7.903,0,56.863,0,0
aten::item,,,0.333,0.762,0,0,0,0
aten::_local_scalar_dense,,,0.429,0.429,0,0,0,0
aclnnMuls,,,2.815,2.815,56.863,56.863,0,0
Event::record,,,17.182,19.166,0,0.02,0,0
record_event,,,1.984,1.984,0.02,0.02,0,0
Event::synchronize,,,57.5,57.5,0,0,0,0
aten::eq,"4096,4096;
",,2.974,7.456,0,24.741,0,0
empty_tensor,,,2.151,2.151,0,0,0,0
aclnnEqScalar,,,2.331,2.331,24.741,24.741,0,0
aten::all,"4096,4096",,3.547,5.632,0,29.861,0,0
empty_tensor,,,1.306,1.306,0,0,0,0
aclnnAll,,,0.779,0.779,29.861,29.861,0,0
aten::item,,,0.594,83.167,0,0,0,0
aten::_local_scalar_dense,,,82.573,82.573,0,0,0,0
aten::fill_,"4096,4096;
",,3.275,5.837,0,15.22,0,0
aclnnInplaceFillScalar,,,2.562,2.562,15.22,15.22,0,0
aten::fill_,"4096,4096;
",,1.547,2.612,0,12.781,0,0
aclnnInplaceFillScalar,,,1.065,1.065,12.781,12.781,0,0
P16Dep/trace-01-event_wait/backlog-00,,,16.798,28.249,0,1117.324,0,1117.324
aten::mm,"4096,4096;
4096,4096;
4096,4096",,6.746,11.451,0,1117.324,0,1117.324
aclnnMm,,,4.705,4.705,1117.324,1117.324,1117.324,1117.324
P16Dep/trace-01-event_wait/backlog-01,,,13.823,20.341,0,1588.744,0,1588.744
aten::mm,"4096,4096;
4096,4096;
4096,4096",,4.205,6.518,0,1588.744,0,1588.744
