Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aclnnFusedInferAttentionScoreV3,,,4.0,4.0,33.381,33.381,0,0
aten::view,,,1.445,1.445,0,0,0,0
aten::slice,,,0.444,1.328,0,0,0,0
aten::as_strided,,,0.884,0.884,0,0,0,0
aten::copy_,,,13.046,22.439,0,1.02,0,0
aclnnInplaceCopy,,,9.393,9.393,1.02,1.02,0,0
aten::slice,,,0.579,1.322,0,0,0,0
aten::as_strided,,,0.743,0.743,0,0,0,0
aten::copy_,,,10.868,13.243,0,0,0,0
aclnnInplaceCopy,,,2.375,2.375,0,0,0,0
aten::view,,,1.395,1.395,0,0,0,0
vllm::unquantized_gemm,,,7.802,31.075,0,7.6405,0,7.6405
aten::linear,,,2.586,23.273,0,7.6405,0,7.6405
aten::t,,,2.881,5.207,0,0,0,0
aten::transpose,,,1.216,2.326,0,0,0,0
aten::as_strided,,,1.11,1.11,0,0,0,0
aten::matmul,,,9.483,15.48,0,7.6405,0,7.6405
empty_tensor,,,3.455,3.455,0,0,0,0
aclnnMatmul,,,2.542,2.542,7.6405,7.6405,7.6405,7.6405
vllm::maybe_chunk_residual,,,5.983,5.983,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,22.723,34.83,0,14.8605,0,0
aten::empty,,,0.977,3.185,0,0,0,0
empty_tensor,,,2.208,2.208,0,0,0,0
aten::empty,,,0.261,1.788,0,0,0,0
empty_tensor,,,1.527,1.527,0,0,0,0
aten::empty,,,0.462,1.339,0,0,0,0
empty_tensor,,,0.877,0.877,0,0,0,0
aten::empty,,,0.431,2.825,0,0,0,0
empty_tensor,,,2.394,2.394,0,0,0,0
aclnnAddRmsNormBias,,,2.97,2.97,14.8605,14.8605,0,0
vllm::unquantized_gemm,,,3.93,15.346,0,23.861,0,23.861
aten::linear,,,0.91,11.416,0,23.861,0,23.861
aten::t,,,0.948,2.485,0,0,0,0
aten::transpose,,,0.664,1.537,0,0,0,0
aten::as_strided,,,0.873,0.873,0,0,0,0
aten::matmul,,,3.818,8.021,0,23.861,0,23.861
empty_tensor,,,1.822,1.822,0,0,0,0
aclnnMatmul,,,2.381,2.381,23.861,23.861,23.861,23.861
npu::npu_swiglu,,,16.175,19.895,0,17.321,0,0
empty_tensor,,,1.476,1.476,0,0,0,0
aclnnSwiGlu,,,2.244,2.244,17.321,17.321,0,0
vllm::unquantized_gemm,,,4.168,13.463,0,22.101,0,22.101
aten::linear,,,0.783,9.295,0,22.101,0,22.101
aten::t,,,0.801,1.737,0,0,0,0
aten::transpose,,,0.39,0.936,0,0,0,0
aten::as_strided,,,0.546,0.546,0,0,0,0
aten::matmul,,,3.039,6.775,0,22.101,0,22.101
empty_tensor,,,1.258,1.258,0,0,0,0
aclnnMatmul,,,2.478,2.478,22.101,22.101,22.101,22.101
vllm::maybe_chunk_residual,,,4.286,4.286,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,9.751,26.99,0,11.7005,0,0
aten::empty,,,0.432,1.838,0,0,0,0
empty_tensor,,,1.406,1.406,0,0,0,0
aten::empty,,,0.298,1.148,0,0,0,0
empty_tensor,,,0.85,0.85,0,0,0,0
aten::empty,,,0.383,1.235,0,0,0,0
empty_tensor,,,0.852,0.852,0,0,0,0
aten::empty,,,0.422,2.008,0,0,0,0
empty_tensor,,,1.586,1.586,0,0,0,0
aclnnAddRmsNormBias,,,11.01,11.01,11.7005,11.7005,0,0
vllm::unquantized_gemm,,,4.53,18.787,0,10.161,0,9.0405
aten::linear,,,1.181,14.257,0,10.161,0,9.0405
aten::t,,,0.977,2.495,0,0,0,0
aten::transpose,,,0.718,1.518,0,0,0,0
aten::as_strided,,,0.8,0.8,0,0,0,0
aten::addmm,,,6.486,10.581,0,10.161,0,9.0405
empty_tensor,,,1.461,1.461,0,0,0,0
aclnnAddmm,,,2.634,2.634,10.161,10.161,9.0405,9.0405
aten::split_with_sizes,,,1.895,3.581,0,0,0,0
aten::as_strided,,,0.708,0.708,0,0,0,0
aten::as_strided,,,0.543,0.543,0,0,0,0
aten::as_strided,,,0.435,0.435,0,0,0,0
vllm::npu_rotary_embedding,,,211.325,237.406,0,18.360500000000002,0,0
aten::view,,,1.558,1.558,0,0,0,0
aten::view,,,0.718,0.718,0,0,0,0
aten::contiguous,,,1.172,9.521,0,2.86,0,0
aten::clone,,,1.339,8.349,0,2.86,0,0
empty_tensor,,,1.492,1.492,0,0,0,0
aten::copy_,,,3.309,5.518,0,2.86,0,0
aclnnInplaceCopy,,,2.209,2.209,2.86,2.86,0,0
aten::contiguous,,,0.593,9.303,0,2.92,0,0
aten::clone,,,0.705,8.71,0,2.92,0,0
empty_tensor,,,1.225,1.225,0,0,0,0
aten::copy_,,,2.009,6.78,0,2.92,0,0
aclnnInplaceCopy,,,4.771,4.771,2.92,2.92,0,0
_triton_rope,,,3.25,3.25,12.5805,12.5805,0,0
aten::view,,,1.184,1.184,0,0,0,0
aten::view,,,0.547,0.547,0,0,0,0
aten::empty,,,0.803,2.99,0,0,0,0
empty_tensor,,,2.187,2.187,0,0,0,0
aten::view,,,0.752,0.752,0,0,0,0
aten::view,,,0.805,0.805,0,0,0,0
aten::view,,,0.68,0.68,0,0,0,0
aten::view,,,0.794,0.794,0,0,0,0
vllm::unified_attention_with_output,,,106.568,902.68,0,45.0225,0,0
P12/A/0007/attention,,,319.596,796.112,0,45.0225,0,0
aten::slice,,,1.425,2.665,0,0,0,0
aten::as_strided,,,1.24,1.24,0,0,0,0
aten::slice,,,0.651,1.109,0,0,0,0
aten::as_strided,,,0.458,0.458,0,0,0,0
aten::slice,,,2.483,3.378,0,0,0,0
aten::as_strided,,,0.895,0.895,0,0,0,0
P12/A/0008/cache_write,,,101.262,144.582,0,12.321,0,0
atb::_npu_reshape_and_cache,,,26.141,43.32,0,12.321,0,0
aten::contiguous,,,1.263,14.764,0,2.8605,0,0
aten::clone,,,1.348,13.501,0,2.8605,0,0
empty_tensor,,,3.536,3.536,0,0,0,0
aten::copy_,,,5.58,8.617,0,2.8605,0,0
aclnnInplaceCopy,,,3.037,3.037,2.8605,2.8605,0,0
ReshapeCacheOperation,,,2.415,2.415,9.4605,9.4605,0,0
P12/A/0009/fia,,,205.435,310.004,0,32.7015,0,0
aten::slice,,,1.054,2.403,0,0,0,0
aten::as_strided,,,1.349,1.349,0,0,0,0
aten::slice,,,0.604,1.024,0,0,0,0
aten::as_strided,,,0.42,0.42,0,0,0,0
aten::slice,,,2.16,2.567,0,0,0,0
